      12,  -0.019716,   0.979369,   0.220900
      28,  -0.016419,   0.979857,   0.224806
      43,  -0.017640,   0.980834,   0.222609
      59,  -0.018129,   0.977660,   0.223585
      75,  -0.015443,   0.973265,   0.225539
      90,  -0.017030,   0.973143,   0.227248
     106,  -0.019105,   0.976927,   0.226759
     121,  -0.018861,   0.971922,   0.229689
     137,  -0.023744,   0.976927,   0.231032
     153,  -0.024477,   0.970579,   0.234572
     168,  -0.029604,   0.976927,   0.240920
     184,  -0.026430,   0.963010,   0.268998
     200,  -0.017884,   0.978636,   0.230910
     215,  -0.020814,   0.990356,   0.202100
     231,  -0.023500,   0.976683,   0.201611
     247,  -0.025942,   0.975218,   0.200391
     262,  -0.044742,   0.980834,   0.243850
     278,  -0.007508,   0.976805,   0.270097
     293,   0.001038,   0.955197,   0.238601
     309,  -0.006165,   0.958127,   0.231398
     325,   0.000183,   0.979613,   0.207959
     340,   0.004090,   0.993530,   0.184520
     356,   0.000183,   0.987548,   0.187572
     372,   0.007264,   0.959104,   0.199658
     387,   0.012147,   0.985595,   0.229079
     403,   0.013368,   0.954465,   0.222731
     418,   0.006775,   0.977416,   0.244339
     434,   0.017762,   0.987426,   0.246780
     450,   0.018129,   0.976073,   0.250931
     465,   0.025087,   0.992065,   0.253006
     481,   0.021669,   0.972777,   0.250931
     496,   0.041445,   1.004517,   0.246536
     512,   0.018006,   1.012574,   0.210645
     528,  -0.002747,   1.030642,   0.215772
     543,  -0.019960,   1.015504,   0.186718
     559,  -0.009583,   0.991821,   0.205518
     574,   0.001160,   1.035036,   0.231643
     590,  -0.062321,   1.046512,   0.164256
     606,  -0.073064,   1.038210,   0.169627
     621,  -0.095282,   1.026247,   0.160105
     637,  -0.087713,   1.019410,   0.144723
     653,  -0.087713,   1.016236,   0.143014
     668,  -0.096502,   0.994262,   0.131295
     684,  -0.115913,   0.952145,   0.156931
     700,  -0.122993,   0.937618,   0.179760
     715,  -0.117256,   0.935177,   0.178661
     731,  -0.111884,   0.953000,   0.176708
     746,  -0.096014,   0.973509,   0.170359
     762,  -0.081121,   1.001831,   0.139596
     778,  -0.082586,   1.021363,   0.133736
     793,  -0.075139,   1.026735,   0.127876
     809,  -0.072087,   1.025270,   0.124214
     825,  -0.070988,   1.027956,   0.126656
     840,  -0.074284,   1.033083,   0.125801
     856,  -0.072087,   1.021608,   0.108588
     871,  -0.067936,   1.031862,   0.131050
     887,  -0.047671,   1.050662,   0.131050
     903,  -0.053531,   1.060673,   0.109076
     918,  -0.087957,   1.065312,   0.136666
     934,  -0.060367,   1.068974,   0.143258
     949,  -0.054508,   1.074589,   0.122993
     965,  -0.050845,   1.063358,   0.100287
     981,  -0.046206,   1.049197,   0.084173
     996,  -0.043765,   1.052860,   0.083684
    1012,  -0.048648,   1.071904,   0.060245
    1028,  -0.053653,   1.070439,   0.033144
    1043,  -0.056461,   1.067509,   0.027773
    1059,  -0.057438,   1.046878,   0.024354
    1075,  -0.060856,   1.011353,   0.017762
    1090,  -0.065373,   0.997314,   0.012635
    1106,  -0.065495,   0.994506,   0.008973
    1121,  -0.073552,   0.994262,   0.006531
    1137,  -0.062809,   0.998169,   0.001892
    1153,  -0.052066,   1.018190,   0.026796
    1168,  -0.040103,   1.060917,   0.085271
    1184,  -0.032534,   1.081182,   0.082464
    1199,  -0.021303,   1.105475,   0.079290
    1215,  -0.005677,   1.122932,   0.084417
    1231,  -0.020326,   1.061405,   0.077580
    1246,  -0.041690,   1.008912,   0.076115
    1262,  -0.031191,   1.008790,   0.041079
    1278,  -0.031435,   1.000244,   0.018006
    1293,  -0.069767,   0.926021,   0.046206
    1309,  -0.094305,   0.914057,   0.096014
    1324,  -0.080266,   0.934078,   0.103583
    1340,  -0.007874,   1.015748,   0.088567
    1356,   0.041445,   1.100714,   0.075627
    1371,   0.036806,   1.137093,   0.045962
    1387,  -0.002014,   1.072636,   0.035830
    1403,  -0.051090,   0.960813,   0.095892
    1418,  -0.062565,   0.931026,   0.101508
    1434,  -0.042300,   0.958127,   0.101019
    1449,  -0.003357,   1.000977,   0.119087
    1465,   0.037173,   1.060917,   0.095404
    1481,   0.045352,   1.058231,   0.072941
    1496,   0.029482,   1.028444,   0.061222
    1512,   0.011170,   0.982787,   0.064396
